entity_h3_id,,,,,,,,,,,,,,,,DN0000,DN0001,DN1000,DN1100,4020,4050,DN1140,4070,4080,DN1200,2200,DN1300,6000,6100,6200,6210,DN1400,DN1410,7000,7020,7060,7070,DN1420,7100,DN1500,1270,1600,DN1510,2300,2340,DN1530,1250,1360,DN1600,6510,6520,6530,6540,DN2000,DN2020,DN2200,1220,1330,1390,6620,DN2210,1240,DN2220,1460,1470,DN2230,1020,DN2300,1230,1280,1300,1340,DN2310,1290,1350,1430,DN2320,1310,1320,DN2400,4220,4530,4540,4550,DN2410,4230,4290,6600,DN2420,4260,4400,DN2500,4110,4210,4240,4300,4350,4500,4510,4520,DN2600,1380,4100,4270
entity_h3_long_desc,,,,,,,,,,,,,,,,S+B Group,Continuing Operations,Production,DEW,4020 - DEW Härterei Technik GmbH (DE),4050 - dhi Rohstoffmanagement GmbH (DE),DEW 4000,4070 - DEW Speciality Steel GmbH & Co. KG (DE),4080 - DEW Sales GmbH & Co. KG (DE),Swiss Steel,2200 - Swiss Steel AG (CH),Ugitech,6000 - Ugitech S.A. (FR),6100 - Sprint Metal Edelstahlziehereien GmbH (DE),6200 - Ugitech Italia S.r.l (IT),6210 - Ugitech TFA S.r.l. (IT),Finkl Steel,Finkl,7000 - Finkl Steel - Chicago (US),7020 - Finkl Steel - Houston| LLC (US),7060 - Finkl De Mexico S de R.L. de C.V. (MX),7070 - Composite Forgings LLC (US),Sorel,7100 - Finkl Steel - Sorel (CA),Steeltec,1270 - Steeltec Celik A.S. (TR),1600 - Steeltec GmbH (DE),Steeltec TK,2300 - Steeltec AG (CH),2340 - Ugitech Suisse S.A. (CH),Scandinavia,1250 - Steeltec A/S (DK),1360 - Steeltec Boxholm AB (SE),Ascometal,6510 - Ascometal Hagondange S.A.S. (FR),6520 - Ascometal Les Dunes S.A.S. (FR),6530 - Ascometal Custines - Le Marais S.A.S. (FR),6540 - Ascometal Fos-sur-Mer S.A.S. (FR),Sales & Services,Sales & Services International,Western Europe,1220 - S+B Iberica S.A. (ES),1330 - S+B UK Ltd. (UK),1390 - S+B Portugal S.A. (PT),6620 - Ascometal Iberica S.L. (ES),Sales & Services France,1240 - S+B France S.A.S. (FR),S&S Italy,1460 - S+B Italia S.r.l. (IT),1470 - S+B Acciai Speciali S.r.l. (IT),Sales & Services Germany,1020 - S+B Deutschland GmbH (DE),Central and Eastern Europe,1230 - S+B Polska Sp.z o.o. (PL),1280 - S+B Romania SRL (RO),1300 - S+B Magyarország Kft. Budapest (HU),1340 - S+B Oy (FI),S&S Baltic,1290 - S+B Baltic OÜ (EE),1350 - S+B Baltic UAB (LT),1430 - S+B Baltic SIA (LV),S&S Czeck & Slovakia,1310 - S+B s.r.o. (CZ),1320 - S+B Slovakia s.r.o. (SK),Americas,4220 - S+B do Brasil Indústria e Comércio de Acos Ltda. (BR),4530 - S+B Chile SpA (CL),4540 - S+B Argentina SAU (AR),4550 S+B Colombia S.A.S. (CO),S&S North America,4230 - S+B Canada Inc. (CA),4290 - S+B USA Inc. (US),6600 - Ascometal North America Inc. (US),S&S Mexico,4260 - S+B Mexico S.A. de C.V. (MX),4400 - Alta Tecnologia en Tratamientos S.A. de C.V. (MX),Asia - Pacific,4110 - S+B India Pvt. Ltd. (IN),4210 - S+B Australia Pty. Ltd. (AU),4240 - S+B Singapore Pte. Ltd. (SG),4300 - S-B Hong Kong Co. Ltd. (HK),4350 - Shanghai Xinzhen Precision Metalwork Co. Ltd.(CN),4500 - Schmolz Bickenbach Japan Co. Ltd. (JP),4510 - Schmolz-Bickenbach (Thailand) Ltd. (TH),4520 - Schmolz+Bickenbach Taiwan Ltd. (TW),Rest of the world,1380 - S+B Russia OOO (RU),4100 - S+B Middle East FZCO (AE),4270 - S+B South Africa (Pty.) Ltd. (ZA)
31109090,Gross Sales - Others,N,2,16,AE,United Arab Emirates,N,2,3,P6900,AL others,N,2,208,True,-7024122.2672064,-7024122.2672064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7024122.2672064,-7024122.2672064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7024122.2672064,,-14048244.5344128,
31109090,Gross Sales - Others,N,2,16,AU,Australia,N,2,8,PTOT,Total,Y,5,0,True,-451519.0898864,-451519.0898864,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,-451519.0898864,-451519.0898864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-451519.0898864,,-903038.1797728,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,AU,Australia,N,2,8,PALL,All Products,Y,4,1,True,-451519.0898864,-451519.0898864,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,-451519.0898864,-451519.0898864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-451519.0898864,,-903038.1797728,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,AU,Australia,N,2,8,POTH,Other,Y,3,187,True,-451519.0898864,-451519.0898864,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,-451519.0898864,-451519.0898864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-451519.0898864,,-903038.1797728,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,AU,Australia,N,2,8,P9999,OT others,N,2,228,True,-903038.1797728,-903038.1797728,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,-903038.1797728,-903038.1797728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-903038.1797728,,-1806076.3595456,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,CN,China,N,2,13,PTOT,Total,Y,5,0,True,-3288235.454758,-3288235.454758,-1127686.2343928,-507839.68,,,-507839.68,-1015679.36,,,,,,,,,,,,,,,,,-619846.5543928,,-255960.0,-534526.5543928,-1069053.1087856,,,,,,,,,,-2160549.2203652,-2160549.2203652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2160549.2203652,,,,-4321098.4407304,,,,,,,,
31109090,Gross Sales - Others,N,2,16,CN,China,N,2,13,PALL,All Products,Y,4,1,True,-3288235.454758,-3288235.454758,-1127686.2343928,-507839.68,,,-507839.68,-1015679.36,,,,,,,,,,,,,,,,,-619846.5543928,,-255960.0,-534526.5543928,-1069053.1087856,,,,,,,,,,-2160549.2203652,-2160549.2203652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2160549.2203652,,,,-4321098.4407304,,,,,,,,
31109090,Gross Sales - Others,N,2,16,CN,China,N,2,13,POTH,Other,Y,3,187,True,-3288235.454758,-3288235.454758,-1127686.2343928,-507839.68,,,-507839.68,-1015679.36,,,,,,,,,,,,,,,,,-619846.5543928,,-255960.0,-534526.5543928,-1069053.1087856,,,,,,,,,,-2160549.2203652,-2160549.2203652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2160549.2203652,,,,-4321098.4407304,,,,,,,,
31109090,Gross Sales - Others,N,2,16,CN,China,N,2,13,P9900,WW others,N,2,223,True,-3118389.7451176,-3118389.7451176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3118389.7451176,-3118389.7451176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3118389.7451176,,,,-6236779.4902352,,,,,,,,
31109090,Gross Sales - Others,N,2,16,CN,China,N,2,13,P9999,OT others,N,2,228,True,-3458081.1643984006,-3458081.1643984006,-2255372.4687856,-1015679.36,,,-1015679.36,-2031358.72,,,,,,,,,,,,,,,,,-1239693.1087856,,-511920.0,-1069053.1087856,-2138106.2175712,,,,,,,,,,-1202708.6956128,-1202708.6956128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1202708.6956128,,,,-2405417.3912256,,,,,,,,
31109090,Gross Sales - Others,N,2,16,HK,Honk-Kong,N,2,23,PTOT,Total,Y,5,0,True,-11285.675180799999,-11285.675180799999,-11285.675180799999,,,,,,,,,,,,,,,,,,,,,,-11285.675180799999,,,-15245.1787708,-30490.3575416,,3959.50359,,7919.00718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,HK,Honk-Kong,N,2,23,PALL,All Products,Y,4,1,True,-11285.675180799999,-11285.675180799999,-11285.675180799999,,,,,,,,,,,,,,,,,,,,,,-11285.675180799999,,,-15245.1787708,-30490.3575416,,3959.50359,,7919.00718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,HK,Honk-Kong,N,2,23,POTH,Other,Y,3,187,True,-11285.675180799999,-11285.675180799999,-11285.675180799999,,,,,,,,,,,,,,,,,,,,,,-11285.675180799999,,,-15245.1787708,-30490.3575416,,3959.50359,,7919.00718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,HK,Honk-Kong,N,2,23,P9999,OT others,N,2,228,True,-22571.350361599998,-22571.350361599998,-22571.350361599998,,,,,,,,,,,,,,,,,,,,,,-22571.350361599998,,,-30490.3575416,-60980.7150832,,7919.00718,,15838.01436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,ID,Indonesia,N,2,28,PTOT,Total,Y,5,0,True,-66828.0499672,-66828.0499672,-66828.0499672,-66014.4,,,-66014.4,-132028.8,,,,,,,,,,,,,,,,,-813.6499672,,,-813.6499672,-1627.2999344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,ID,Indonesia,N,2,28,PALL,All Products,Y,4,1,True,-66828.0499672,-66828.0499672,-66828.0499672,-66014.4,,,-66014.4,-132028.8,,,,,,,,,,,,,,,,,-813.6499672,,,-813.6499672,-1627.2999344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,ID,Indonesia,N,2,28,POTH,Other,Y,3,187,True,-66828.0499672,-66828.0499672,-66828.0499672,-66014.4,,,-66014.4,-132028.8,,,,,,,,,,,,,,,,,-813.6499672,,,-813.6499672,-1627.2999344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,ID,Indonesia,N,2,28,P9999,OT others,N,2,228,True,-133656.0999344,-133656.0999344,-133656.0999344,-132028.8,,,-132028.8,-264057.6,,,,,,,,,,,,,,,,,-1627.2999344,,,-1627.2999344,-3254.5998688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,IL,Israel,N,2,33,PTOT,Total,Y,5,0,True,-805.0080576,-805.0080576,-805.0080576,,,,,,,,,,,,,,,,,,,,,,-805.0080576,,,-805.0080576,-1610.0161152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,IL,Israel,N,2,33,PALL,All Products,Y,4,1,True,-805.0080576,-805.0080576,-805.0080576,,,,,,,,,,,,,,,,,,,,,,-805.0080576,,,-805.0080576,-1610.0161152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,IL,Israel,N,2,33,POTH,Other,Y,3,187,True,-805.0080576,-805.0080576,-805.0080576,,,,,,,,,,,,,,,,,,,,,,-805.0080576,,,-805.0080576,-1610.0161152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,IL,Israel,N,2,33,P9999,OT others,N,2,228,True,-1610.0161152,-1610.0161152,-1610.0161152,,,,,,,,,,,,,,,,,,,,,,-1610.0161152,,,-1610.0161152,-3220.0322304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,IN,India,N,2,38,PTOT,Total,Y,5,0,True,-1153.3656,-1153.3656,-1153.3656,,,,,,,,,,,,,,,,,,,,,,-1153.3656,,,-541.0047992,-1082.0095984,,-612.3608008,,-1224.7216016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,IN,India,N,2,38,PALL,All Products,Y,4,1,True,-1153.3656,-1153.3656,-1153.3656,,,,,,,,,,,,,,,,,,,,,,-1153.3656,,,-541.0047992,-1082.0095984,,-612.3608008,,-1224.7216016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,IN,India,N,2,38,POTH,Other,Y,3,187,True,-1153.3656,-1153.3656,-1153.3656,,,,,,,,,,,,,,,,,,,,,,-1153.3656,,,-541.0047992,-1082.0095984,,-612.3608008,,-1224.7216016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,IN,India,N,2,38,P9999,OT others,N,2,228,True,-2306.7312,-2306.7312,-2306.7312,,,,,,,,,,,,,,,,,,,,,,-2306.7312,,,-1082.0095984,-2164.0191968,,-1224.7216016,,-2449.4432032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,JO,Jordan,N,2,43,PTOT,Total,Y,5,0,True,-1201270.4,-1201270.4,-1201270.4,-1201270.4,,-3603811.1999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,JO,Jordan,N,2,43,PALL,All Products,Y,4,1,True,-1201270.4,-1201270.4,-1201270.4,-1201270.4,,-3603811.1999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,JO,Jordan,N,2,43,POTH,Other,Y,3,187,True,-1201270.4,-1201270.4,-1201270.4,-1201270.4,,-3603811.1999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,JO,Jordan,N,2,43,P9999,OT others,N,2,228,True,-2402540.8,-2402540.8,-2402540.8,-2402540.8,,-7207622.399999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,JP,Japan,N,2,48,PTOT,Total,Y,5,0,True,-629586.56,-629586.56,-629586.56,-629586.56,,,-629586.56,-1259173.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,JP,Japan,N,2,48,PALL,All Products,Y,4,1,True,-629586.56,-629586.56,-629586.56,-629586.56,,,-629586.56,-1259173.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,JP,Japan,N,2,48,POTH,Other,Y,3,187,True,-629586.56,-629586.56,-629586.56,-629586.56,,,-629586.56,-1259173.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,JP,Japan,N,2,48,P9999,OT others,N,2,228,True,-1259173.12,-1259173.12,-1259173.12,-1259173.12,,,-1259173.12,-2518346.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,KR,Korea| Republic of (South Korea),N,2,53,PTOT,Total,Y,5,0,True,-879670.5729516,-879670.5729516,-879670.5729516,-878336.0,,,-878336.0,-1756672.0,,,,,,,,,,,,,,,,,-1334.5729516,,,-1334.5729516,-2669.1459032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,KR,Korea| Republic of (South Korea),N,2,53,PALL,All Products,Y,4,1,True,-879670.5729516,-879670.5729516,-879670.5729516,-878336.0,,,-878336.0,-1756672.0,,,,,,,,,,,,,,,,,-1334.5729516,,,-1334.5729516,-2669.1459032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,KR,Korea| Republic of (South Korea),N,2,53,POTH,Other,Y,3,187,True,-879670.5729516,-879670.5729516,-879670.5729516,-878336.0,,,-878336.0,-1756672.0,,,,,,,,,,,,,,,,,-1334.5729516,,,-1334.5729516,-2669.1459032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,KR,Korea| Republic of (South Korea),N,2,53,P9999,OT others,N,2,228,True,-1759341.1459032,-1759341.1459032,-1759341.1459032,-1756672.0,,,-1756672.0,-3513344.0,,,,,,,,,,,,,,,,,-2669.1459032,,,-2669.1459032,-5338.2918064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,MA,Morocco,N,2,58,PTOT,Total,Y,5,0,True,-2988.8,-2988.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2988.8,-2988.8,-2988.8,,,,,-2988.8,-2988.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,MA,Morocco,N,2,58,PALL,All Products,Y,4,1,True,-2988.8,-2988.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2988.8,-2988.8,-2988.8,,,,,-2988.8,-2988.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,MA,Morocco,N,2,58,POTH,Other,Y,3,187,True,-2988.8,-2988.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2988.8,-2988.8,-2988.8,,,,,-2988.8,-2988.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,MA,Morocco,N,2,58,P9999,OT others,N,2,228,True,-5977.6,-5977.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5977.6,-5977.6,-5977.6,,,,,-5977.6,-5977.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,MY,Malaysia,N,2,63,PTOT,Total,Y,5,0,True,-252666.4403124,-252666.4403124,-252666.4403124,-245722.0,,,-245722.0,-491444.0,,,,,,,,,,,,,,,,,-6944.4403124,,-19200.0,-544.4403124,-1088.8806248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,MY,Malaysia,N,2,63,PALL,All Products,Y,4,1,True,-252666.4403124,-252666.4403124,-252666.4403124,-245722.0,,,-245722.0,-491444.0,,,,,,,,,,,,,,,,,-6944.4403124,,-19200.0,-544.4403124,-1088.8806248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,MY,Malaysia,N,2,63,POTH,Other,Y,3,187,True,-252666.4403124,-252666.4403124,-252666.4403124,-245722.0,,,-245722.0,-491444.0,,,,,,,,,,,,,,,,,-6944.4403124,,-19200.0,-544.4403124,-1088.8806248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,MY,Malaysia,N,2,63,P9999,OT others,N,2,228,True,-505332.8806248,-505332.8806248,-505332.8806248,-491444.0,,,-491444.0,-982888.0,,,,,,,,,,,,,,,,,-13888.8806248,,-38400.0,-1088.8806248,-2177.7612496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,SG,Singapore,N,2,78,PTOT,Total,Y,5,0,True,-1629.2124884,-1629.2124884,-1629.2124884,,,,,,,,,,,,,,,,,,,,,,-1629.2124884,,,-1629.2124884,-3258.4249768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,SG,Singapore,N,2,78,PALL,All Products,Y,4,1,True,-1629.2124884,-1629.2124884,-1629.2124884,,,,,,,,,,,,,,,,,,,,,,-1629.2124884,,,-1629.2124884,-3258.4249768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,SG,Singapore,N,2,78,POTH,Other,Y,3,187,True,-1629.2124884,-1629.2124884,-1629.2124884,,,,,,,,,,,,,,,,,,,,,,-1629.2124884,,,-1629.2124884,-3258.4249768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,SG,Singapore,N,2,78,P9999,OT others,N,2,228,True,-3258.4249768,-3258.4249768,-3258.4249768,,,,,,,,,,,,,,,,,,,,,,-3258.4249768,,,-3258.4249768,-6516.8499536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,TH,Thailand,N,2,83,PTOT,Total,Y,5,0,True,-448497.5992492,-448497.5992492,-448497.5992492,-442228.0,,,-442228.0,-884456.0,,,,,,,,,,,,,,,,,-6269.5992492,,,-6269.5992492,-12539.1984984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,TH,Thailand,N,2,83,PALL,All Products,Y,4,1,True,-448497.5992492,-448497.5992492,-448497.5992492,-442228.0,,,-442228.0,-884456.0,,,,,,,,,,,,,,,,,-6269.5992492,,,-6269.5992492,-12539.1984984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,TH,Thailand,N,2,83,POTH,Other,Y,3,187,True,-448497.5992492,-448497.5992492,-448497.5992492,-442228.0,,,-442228.0,-884456.0,,,,,,,,,,,,,,,,,-6269.5992492,,,-6269.5992492,-12539.1984984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,TH,Thailand,N,2,83,P9999,OT others,N,2,228,True,-896995.1984983999,-896995.1984983999,-896995.1984983999,-884456.0,,,-884456.0,-1768912.0,,,,,,,,,,,,,,,,,-12539.1984984,,,-12539.1984984,-25078.3969968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,TW,Taiwan (Republic of China),N,2,93,PTOT,Total,Y,5,0,True,-166325.8368308,-166325.8368308,-166325.8368308,-135320.0,,,-135320.0,-270640.0,,,,,,,,,,,,,,,,,-31005.8368308,,-4200.0,-29605.8368308,-59211.6736616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,TW,Taiwan (Republic of China),N,2,93,PALL,All Products,Y,4,1,True,-166325.8368308,-166325.8368308,-166325.8368308,-135320.0,,,-135320.0,-270640.0,,,,,,,,,,,,,,,,,-31005.8368308,,-4200.0,-29605.8368308,-59211.6736616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,TW,Taiwan (Republic of China),N,2,93,POTH,Other,Y,3,187,True,-166325.8368308,-166325.8368308,-166325.8368308,-135320.0,,,-135320.0,-270640.0,,,,,,,,,,,,,,,,,-31005.8368308,,-4200.0,-29605.8368308,-59211.6736616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,TW,Taiwan (Republic of China),N,2,93,P9999,OT others,N,2,228,True,-332651.6736616,-332651.6736616,-332651.6736616,-270640.0,,,-270640.0,-541280.0,,,,,,,,,,,,,,,,,-62011.6736616,,-8400.0,-59211.6736616,-118423.3473232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31109090,Gross Sales - Others,N,2,16,ZA,South Africa,N,2,103,PTOT,Total,Y,5,0,True,-657025.1417056,-657025.1417056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-657025.1417056,-657025.1417056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-657025.1417056,,,-1314050.2834112
31109090,Gross Sales - Others,N,2,16,ZA,South Africa,N,2,103,PALL,All Products,Y,4,1,True,-657025.1417056,-657025.1417056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-657025.1417056,-657025.1417056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-657025.1417056,,,-1314050.2834112
31109090,Gross Sales - Others,N,2,16,ZA,South Africa,N,2,103,POTH,Other,Y,3,187,True,-657025.1417056,-657025.1417056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-657025.1417056,-657025.1417056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-657025.1417056,,,-1314050.2834112
31109090,Gross Sales - Others,N,2,16,ZA,South Africa,N,2,103,P6110,AL sheets/ plates rolled,N,2,203,True,-183192.9966312,-183192.9966312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-183192.9966312,-183192.9966312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-183192.9966312,,,-366385.9932624
